distance,time,phase
9708.90397404001,2025-03-18 09:01:29.936598877,P
9476.855127428367,2025-03-18 09:01:29.936598877,P
9376.300627229988,2025-03-18 09:01:29.936598877,P
9399.505511891153,2025-03-18 09:01:29.936598877,P
8997.287511097638,2025-03-18 09:01:29.936598877,P
9028.227357312524,2025-03-18 09:01:29.936598877,P
9035.962318866246,2025-03-18 09:01:29.936598877,P
9051.432241973689,2025-03-18 09:01:29.936598877,P
9074.637126634854,2025-03-18 09:01:29.936598877,P
9113.31193440346,2025-03-18 09:01:29.936598877,P
9175.191626833232,2025-03-18 09:01:29.936598877,P
9430.445358106039,2025-03-18 09:01:29.936598877,P
9221.60139615556,2025-03-18 09:01:29.936598877,P
9268.011165477888,2025-03-18 09:01:29.936598877,P
9275.74612703161,2025-03-18 09:01:29.936598877,P
9291.216050139054,2025-03-18 09:01:29.936598877,P
9306.685973246496,2025-03-18 09:01:29.936598877,P
9353.095742568825,2025-03-18 09:01:29.936598877,P
9368.565665676268,2025-03-18 09:01:29.936598877,P
9391.77055033743,2025-03-18 09:01:29.936598877,P
9244.806280816725,2025-03-18 09:01:29.936598877,P
9910.012974436766,2025-03-18 09:01:29.960507080,P
9925.482897544209,2025-03-18 09:01:29.960507080,P
10010.567474635145,2025-03-18 09:01:29.984415283,P
9995.097551527702,2025-03-18 09:01:29.984415283,P
9940.952820651652,2025-03-18 09:01:29.984415283,P
9964.157705312817,2025-03-18 09:01:29.984415283,P
9971.892666866537,2025-03-18 09:01:29.984415283,P
10026.037397742588,2025-03-18 09:01:30.008323486,P
10049.242282403753,2025-03-18 09:01:30.032231689,P
10072.447167064916,2025-03-18 09:01:30.032231689,P
10087.91709017236,2025-03-18 09:01:30.032231689,P
10103.387013279802,2025-03-18 09:01:30.032231689,P
10111.121974833524,2025-03-18 09:01:30.056139893,P
10227.146398139344,2025-03-18 09:01:30.080048096,P
10211.676475031902,2025-03-18 09:01:30.080048096,P
10196.206551924459,2025-03-18 09:01:30.080048096,P
10157.531744155853,2025-03-18 09:01:30.080048096,P
10165.266705709573,2025-03-18 09:01:30.080048096,P
10134.326859494688,2025-03-18 09:01:30.080048096,P
10180.736628817016,2025-03-18 09:01:30.080048096,P
10428.255398536101,2025-03-18 09:01:30.103956299,P
10397.315552321215,2025-03-18 09:01:30.103956299,P
10405.050513874938,2025-03-18 09:01:30.103956299,P
10443.725321643544,2025-03-18 09:01:30.103956299,P
10381.845629213773,2025-03-18 09:01:30.103956299,P
10466.930206304709,2025-03-18 09:01:30.103956299,P
10513.339975627037,2025-03-18 09:01:30.103956299,P
10482.400129412152,2025-03-18 09:01:30.103956299,P
10497.870052519595,2025-03-18 09:01:30.103956299,P
10459.195244750987,2025-03-18 09:01:30.103956299,P
10374.110667660052,2025-03-18 09:01:30.103956299,P
10273.556167461673,2025-03-18 09:01:30.103956299,P
10358.64074455261,2025-03-18 09:01:30.103956299,P
10250.35128280051,2025-03-18 09:01:30.103956299,P
10265.821205907952,2025-03-18 09:01:30.103956299,P
10281.291129015395,2025-03-18 09:01:30.103956299,P
10296.761052122838,2025-03-18 09:01:30.103956299,P
10366.37570610633,2025-03-18 09:01:30.103956299,P
10327.700898337724,2025-03-18 09:01:30.103956299,P
10343.170821445166,2025-03-18 09:01:30.103956299,P
10350.905782998887,2025-03-18 09:01:30.103956299,P
10312.23097523028,2025-03-18 09:01:30.103956299,P
10528.80989873448,2025-03-18 09:01:30.127864502,P
10544.279821841923,2025-03-18 09:01:30.151772705,P
10559.749744949366,2025-03-18 09:01:30.151772705,P
10590.689591164251,2025-03-18 09:01:30.151772705,P
10613.894475825417,2025-03-18 09:01:30.175680908,P
10668.039206701465,2025-03-18 09:01:30.199589111,P
10652.569283594023,2025-03-18 09:01:30.199589111,P
10629.36439893286,2025-03-18 09:01:30.199589111,P
